0.0000000000;0.0000000000;0.1680517128;0.2056380942;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;418.7207490353;-178.7435600585;450.3064173496;-197.6874105542;NaN;NaN;NaN;NaN;-123.6750551426;-298.3821621268;-147.7163240760;-272.5269005475;300.3308018482;-241.6690175115;330.5319436540;-260.0854611733
0.0000000000;0.0000000000;0.1917777717;0.1691276866;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;433.1430084816;-185.0346346205;463.2509345681;-205.5641569883;155.5056955673;-288.9806068650;189.8656856238;-294.6444026855;NaN;NaN;NaN;NaN;307.0599283864;-249.0115724889;335.6500216387;-264.3302109400
0.0000000000;0.0000000000;0.1774383970;0.1607329193;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;443.7361452652;-192.6776068783;471.9156874876;-207.8068136148;163.9902335275;-302.1715267706;200.7232355679;-309.1612301922;-136.0988899390;-295.7566209859;-159.1137467899;-267.6445524386;321.1316893748;-250.6265230436;348.3788401530;-271.8698355500
0.0000000000;0.0000000000;0.2490910715;0.2334789448;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;453.8225133310;-194.8747629231;481.9766327527;-216.0506835407;163.7907089767;-299.5845650827;204.1408172584;-308.7486183543;NaN;NaN;NaN;NaN;334.4750614365;-256.8849932262;360.4724968866;-275.4608612042
0.0000000000;0.0000000000;0.1715904388;0.1887810156;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;464.2408811352;-205.8751199333;492.5137373523;-221.7067498790;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;341.6822563515;-265.9489764834;373.2101610571;-282.6735894469
0.0000000000;0.0000000000;0.1988913186;0.1777785077;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;470.7032901701;-207.3831642003;504.3814217519;-225.0075964993;195.5832129499;-311.9555242626;228.2346504146;-319.4268821465;NaN;NaN;NaN;NaN;351.2306450270;-272.0024974337;384.7630219842;-287.6887301279
0.0000000000;0.0000000000;0.2393081793;0.1773052354;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;484.8490812311;-214.6187902503;510.1047716782;-235.2436610044;191.0260900898;-309.5230622810;231.0012204609;-305.4827083974;-119.0011913435;-292.9294601260;-145.3693356653;-271.4844997546;362.0640316534;-276.0508530099;389.9371880658;-291.8709990751
0.0000000000;0.0000000000;0.2194650566;0.2027846989;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;493.7659896052;-223.2191965394;523.1572148438;-239.5878911902;NaN;NaN;NaN;NaN;-115.6293708824;-271.0234646667;-141.8620720577;-248.5646520481;368.3389203322;-280.4914392907;406.2257586805;-300.5706816913
0.0000000000;0.0000000000;0.1859603993;0.2141972295;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;507.4112529271;-227.2008306440;534.9221879321;-245.4710089741;174.0399016698;-287.2831750315;212.4143730794;-292.4123078338;NaN;NaN;NaN;NaN;380.8600191365;-285.9676996840;414.3823965551;-307.6348472779
0.0000000000;0.0000000000;0.2238140645;0.2161702419;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;513.7737305286;-234.9503563480;545.2583298802;-252.5103032870;184.9662447459;-303.4219510042;216.2890017288;-316.5129453488;-110.8216620843;-313.0524355924;-137.2825958397;-283.6521724505;393.0714379498;-292.3558645456;427.7659575981;-314.0332983081
0.0000000000;0.0000000000;0.2125534862;0.1930060016;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;525.7579591300;-235.7753896328;556.7775721263;-258.0341008514;NaN;NaN;NaN;NaN;-114.2946066300;-294.3943259395;-146.9943323245;-273.9943853267;403.4583777306;-299.5426704825;432.7007992485;-319.8554233530
0.0000000000;0.0000000000;0.2136154975;0.2113388827;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;538.2174779098;-248.3399399610;568.8593204954;-266.8471557476;193.3799570466;-318.0269036718;224.2579169461;-303.0256152983;NaN;NaN;NaN;NaN;413.7204138729;-308.7351065206;446.6635748765;-322.1462092818
0.0000000000;0.0000000000;0.2208142283;0.2293909163;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;549.3425744801;-252.4258436440;575.7822420837;-270.0644687761;178.5203033081;-277.3858828841;209.7617395224;-288.7295883789;-123.1672724660;-298.5347170407;-152.6465246675;-276.6914949098;420.1581958269;-311.1279192256;458.3453724691;-329.3821809047
0.0000000000;0.0000000000;0.2122657730;0.2140375571;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;555.4319624574;-258.2545794542;585.5632421119;-275.3199430175;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;433.3301268475;-320.9669872744;464.0045288804;-337.2718542625
0.0000000000;0.0000000000;0.1559705387;0.2574741977;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;565.9916581337;-264.9779306957;595.1358013993;-282.0979603746;182.8752282965;-302.4589953826;215.7936725504;-314.4379495122;NaN;NaN;NaN;NaN;445.9807341992;-324.6707106788;478.8546307742;-346.1454706633
0.0000000000;0.0000000000;0.2825762115;0.1591127566;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;577.0293681864;-272.2578784736;605.7823353081;-287.8896937176;178.0776258800;-286.8810419825;218.6832571954;-295.4841759830;NaN;NaN;NaN;NaN;455.7554679813;-329.9188869747;485.9788341450;-348.7649998976
0.0000000000;0.0000000000;0.1929559039;0.1680410037;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;586.8971521589;-273.5714789401;617.1790307615;-296.6383772554;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;469.3240828697;-334.8692034313;496.8784618310;-354.8008325624
0.0000000000;0.0000000000;0.2414526810;0.1859209578;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;596.9269492782;-282.5387994351;627.7346132950;-299.3963037343;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;476.8516341945;-344.7780505177;506.7702826684;-362.6758964083
0.0000000000;0.0000000000;0.2245562146;0.1579848181;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;605.9574570416;-289.1114522777;633.5303030267;-309.7747229209;NaN;NaN;NaN;NaN;-138.2020935194;-286.4584377018;-164.0861064699;-261.5543824587;484.1955181786;-346.1209956254;514.3626076699;-369.0959653184
